superficie,precipitations,temperature,type_sol,culture,rendement
11.755090499739305,583.1404280826273,27.550578117435922,argile,maïs,50.086582873398335
16.944864054309413,338.04513067837433,11.736297444297882,sable,maïs,48.18678667016824
8.459633134906213,559.4334886202323,24.16837513827732,sable,orge,29.843062930441157
5.780319515966144,317.83924548010157,25.783092474102922,argile,maïs,44.90017146577487
11.068277597322922,414.23115249326685,25.983927594322296,sable,orge,28.022176524613254
7.97769566763883,428.932218353573,16.445734494796636,limon,blé,33.3400973463224
6.361295684286828,446.6548640500393,25.932783654921092,sable,blé,30.103864538348812
13.70498578980276,592.9386965808134,14.506568837513303,argile,blé,35.02185632971263
9.48044199228384,532.7073564305485,17.246159009691382,argile,maïs,47.805102447276745
15.07992316934539,392.6572088157783,18.348962244087595,sable,orge,30.86580918512826
7.9927316595232,380.95103565024004,20.82819967260329,sable,blé,31.116996347216457
19.131696657597466,558.9360612567953,12.252273310811145,argile,blé,39.863872375164185
10.476652523672428,564.3921518213069,18.138956012786124,sable,maïs,46.954064693562046
6.582429193553443,453.2119516630936,10.006013802138458,argile,orge,25.247930569102785
14.436622273095638,403.28871928869756,24.88761452694798,sable,blé,27.452216334689666
18.907318296018012,598.4752044482753,27.03751824468514,limon,orge,32.29812951808848
11.60565732073676,394.78306361031,12.778633582403952,argile,orge,32.26630351698239
19.318857405361058,354.81371367796874,24.075715385335954,limon,maïs,45.86967548151484
12.498437205314705,564.029436391221,26.422061767892774,argile,blé,30.947459746976712
11.378429372736132,543.7006194333762,29.636566457435876,sable,maïs,46.590634526739194
14.303201780230667,500.3668216714054,26.875811247374536,limon,orge,26.05131161981895
19.92644757852986,587.5240895333856,18.482129708880258,argile,orge,30.170922839717687
19.23415512406648,577.7143731643257,29.59377417019313,limon,blé,25.157945700281683
11.900677089636442,524.4745509905263,29.479688097047102,sable,orge,24.07180543280981
16.365932679624372,558.2104228643034,20.073539584011577,sable,maïs,49.571819955035885
12.461340432314284,374.1440220966322,25.068930771678104,argile,orge,29.511484579865495
12.939682402951556,342.3739670703095,28.276753353463256,argile,orge,23.84668251276245
16.786785510707112,501.0185547944808,19.52294143937506,limon,orge,33.36615352286552
11.219837740335063,514.3855609964259,27.275724821941697,sable,orge,25.923873047067673
16.01725357683094,350.1158786346817,24.031371321237458,limon,orge,24.034840432578974
15.667143169846248,418.6671819314628,15.878485119491152,limon,maïs,36.911532912618895
18.980895299200675,573.0767298648163,25.353045399669472,sable,orge,30.245611995016546
6.7239894992135785,468.4202302650669,21.41369571718998,limon,maïs,49.58558287416234
15.93522675614464,473.5007744778818,11.876903068666124,sable,orge,36.19822177763592
18.911358929368397,358.2389318672381,17.827608526093286,argile,blé,30.356212447138287
19.518892848869697,457.80667458536254,11.474820267956119,argile,blé,35.996149879911556
5.22059457448054,457.030418218476,19.52333926433991,sable,maïs,46.1670227209043
17.954601353683636,326.6806920738816,18.570792162858474,argile,orge,22.43360499785925
19.717925600995166,594.5828079380119,18.474748859408948,argile,orge,29.20990760072668
19.358152694164453,471.4186801367323,21.726007071815687,sable,blé,31.87557590893258
7.231460183487469,301.92266479929305,12.453813203521468,sable,orge,31.36862342093886
19.589432207344323,531.7947603676166,28.675378199136855,sable,maïs,47.03991655533141
18.34903333580781,593.4797141520437,23.68100896150066,sable,orge,27.39365716558705
17.335607413146057,476.9610084962851,26.475627167855432,limon,maïs,47.022165504294264
